index,uuid,driver_version,name,gpu_serial,display_active,display_mode
2,GPU-af3a4183-2ea1-ff77-9754-6eb839e0d6f2,550.107.02,NVIDIA GeForce RTX 4090,[N/A],Disabled,Disabled
3,GPU-c1561944-bdd2-46a5-f659-b20a0cb823fb,550.107.02,NVIDIA GeForce RTX 4090,[N/A],Enabled,Enabled

pid,process_name,gpu_uuid,gpu_name,used_memory

index,utilization_gpu,memory_total,memory_used,memory_free,timestamp
2,45,24564,9554,14657,2025/06/15 22:16:30.177
3,87,24564,9872,14337,2025/06/15 22:16:30.178
2,3,24564,9554,14657,2025/06/15 22:16:35.241
3,100,24564,9871,14337,2025/06/15 22:16:35.242
2,99,24564,9554,14657,2025/06/15 22:16:40.305
3,100,24564,9871,14337,2025/06/15 22:16:40.305
2,100,24564,9554,14657,2025/06/15 22:16:45.364
3,100,24564,9872,14337,2025/06/15 22:16:45.364
2,0,24564,9554,14657,2025/06/15 22:16:50.407
3,3,24564,9871,14338,2025/06/15 22:16:50.408
2,28,24564,9554,14657,2025/06/15 22:16:55.467
3,31,24564,9873,14336,2025/06/15 22:16:55.468
2,100,24564,9554,14657,2025/06/15 22:17:00.535
3,100,24564,9872,14337,2025/06/15 22:17:00.537
2,0,24564,9554,14657,2025/06/15 22:17:05.606
3,3,24564,9871,14338,2025/06/15 22:17:05.606
2,0,24564,9554,14657,2025/06/15 22:17:10.674
3,100,24564,9871,14338,2025/06/15 22:17:10.675
2,0,24564,9554,14657,2025/06/15 22:17:15.741
3,100,24564,9872,14337,2025/06/15 22:17:15.742
2,100,24564,9554,14657,2025/06/15 22:17:20.808
3,100,24564,9872,14337,2025/06/15 22:17:20.809
2,3,24564,9554,14657,2025/06/15 22:17:25.876
3,7,24564,9871,14338,2025/06/15 22:17:25.877
2,0,24564,9554,14657,2025/06/15 22:17:30.945
3,4,24564,9872,14337,2025/06/15 22:17:30.947
2,24,24564,9554,14657,2025/06/15 22:17:36.014
3,27,24564,9873,14335,2025/06/15 22:17:36.015
2,100,24564,9554,14657,2025/06/15 22:17:41.082
3,100,24564,9871,14338,2025/06/15 22:17:41.083
2,1,24564,9554,14657,2025/06/15 22:17:46.134
3,3,24564,9872,14337,2025/06/15 22:17:46.134
2,0,24564,9554,14657,2025/06/15 22:17:51.182
3,100,24564,9872,14337,2025/06/15 22:17:51.182
2,90,24564,9554,14657,2025/06/15 22:17:56.247
3,91,24564,9871,14338,2025/06/15 22:17:56.248
2,0,24564,9554,14657,2025/06/15 22:18:01.314
3,4,24564,9871,14337,2025/06/15 22:18:01.315
2,83,24564,9554,14657,2025/06/15 22:18:06.385
3,56,24564,9872,14337,2025/06/15 22:18:06.386
2,87,24564,9554,14657,2025/06/15 22:18:11.444
3,89,24564,9871,14338,2025/06/15 22:18:11.445
2,100,24564,9554,14657,2025/06/15 22:18:16.490
3,99,24564,9871,14338,2025/06/15 22:18:16.491
2,20,24564,9554,14657,2025/06/15 22:18:21.564
3,94,24564,9872,14337,2025/06/15 22:18:21.565
2,0,24564,9554,14657,2025/06/15 22:18:26.628
3,100,24564,9871,14337,2025/06/15 22:18:26.629
2,0,24564,9554,14657,2025/06/15 22:18:31.697
3,100,24564,9871,14337,2025/06/15 22:18:31.697
2,0,24564,9554,14657,2025/06/15 22:18:36.761
3,3,24564,9872,14337,2025/06/15 22:18:36.762
2,0,24564,9554,14657,2025/06/15 22:18:41.832
3,3,24564,9872,14337,2025/06/15 22:18:41.833
2,0,24564,9554,14657,2025/06/15 22:18:46.888
3,3,24564,9871,14338,2025/06/15 22:18:46.890
2,100,24564,9554,14657,2025/06/15 22:18:51.952
3,100,24564,9872,14337,2025/06/15 22:18:51.954
2,0,24564,9554,14657,2025/06/15 22:18:57.031
3,4,24564,9872,14337,2025/06/15 22:18:57.032
2,0,24564,9554,14657,2025/06/15 22:19:02.100
3,100,24564,9871,14338,2025/06/15 22:19:02.101
2,0,24564,9554,14657,2025/06/15 22:19:07.164
3,100,24564,9871,14337,2025/06/15 22:19:07.164
2,96,24564,9554,14657,2025/06/15 22:19:12.229
3,100,24564,9872,14337,2025/06/15 22:19:12.230
2,100,24564,9554,14657,2025/06/15 22:19:17.300
3,100,24564,9871,14338,2025/06/15 22:19:17.301
2,36,24564,9554,14657,2025/06/15 22:19:22.348
3,39,24564,9871,14338,2025/06/15 22:19:22.349
2,0,24564,9554,14657,2025/06/15 22:19:27.397
3,4,24564,9872,14337,2025/06/15 22:19:27.398
2,0,24564,9554,14657,2025/06/15 22:19:32.465
3,11,24564,9871,14338,2025/06/15 22:19:32.466
2,1,24564,9554,14657,2025/06/15 22:19:37.535
3,3,24564,9871,14338,2025/06/15 22:19:37.536
2,0,24564,9554,14657,2025/06/15 22:19:42.604
3,100,24564,9871,14337,2025/06/15 22:19:42.605
2,100,24564,9554,14657,2025/06/15 22:19:47.675
3,100,24564,9872,14337,2025/06/15 22:19:47.676
2,90,24564,9554,14657,2025/06/15 22:19:52.746
3,91,24564,9871,14338,2025/06/15 22:19:52.747
2,79,24564,9554,14657,2025/06/15 22:19:57.813
3,81,24564,9872,14337,2025/06/15 22:19:57.814
2,57,24564,9554,14657,2025/06/15 22:20:02.881
3,59,24564,9872,14337,2025/06/15 22:20:02.882
2,0,24564,9554,14657,2025/06/15 22:20:07.929
3,3,24564,9871,14338,2025/06/15 22:20:07.930
2,0,24564,9554,14657,2025/06/15 22:20:13.001
3,3,24564,9871,14337,2025/06/15 22:20:13.002
2,0,24564,9554,14657,2025/06/15 22:20:18.068
3,100,24564,9872,14337,2025/06/15 22:20:18.069
2,0,24564,9554,14657,2025/06/15 22:20:23.129
3,100,24564,9871,14337,2025/06/15 22:20:23.130
2,98,24564,9554,14657,2025/06/15 22:20:28.199
3,88,24564,9871,14337,2025/06/15 22:20:28.200
2,54,24564,9554,14657,2025/06/15 22:20:33.264
3,72,24564,9872,14337,2025/06/15 22:20:33.266
2,94,24564,9554,14657,2025/06/15 22:20:38.332
3,94,24564,9871,14338,2025/06/15 22:20:38.333
2,100,24564,9554,14657,2025/06/15 22:20:43.400
3,100,24564,9871,14338,2025/06/15 22:20:43.402
2,33,24564,9554,14657,2025/06/15 22:20:48.468
3,36,24564,9872,14337,2025/06/15 22:20:48.469
2,4,24564,9554,14657,2025/06/15 22:20:53.535
3,3,24564,9871,14337,2025/06/15 22:20:53.536
2,0,24564,9554,14657,2025/06/15 22:20:58.602
3,100,24564,9871,14338,2025/06/15 22:20:58.603
2,17,24564,9554,14657,2025/06/15 22:21:03.657
3,21,24564,9871,14338,2025/06/15 22:21:03.658
2,76,24564,9554,14657,2025/06/15 22:21:08.702
3,78,24564,9873,14335,2025/06/15 22:21:08.703
2,26,24564,9554,14657,2025/06/15 22:21:13.767
3,46,24564,9871,14338,2025/06/15 22:21:13.768
2,19,24564,9554,14657,2025/06/15 22:21:18.835
3,28,24564,9872,14337,2025/06/15 22:21:18.836
2,66,24564,9554,14657,2025/06/15 22:21:23.895
3,64,24564,9872,14337,2025/06/15 22:21:23.897
2,0,24564,9554,14657,2025/06/15 22:21:28.972
3,3,24564,9871,14338,2025/06/15 22:21:28.973
2,0,24564,9554,14657,2025/06/15 22:21:34.043
3,99,24564,9873,14336,2025/06/15 22:21:34.043
2,0,24564,9554,14657,2025/06/15 22:21:39.092
3,100,24564,9873,14335,2025/06/15 22:21:39.093
2,17,24564,9554,14657,2025/06/15 22:21:44.161
3,21,24564,9871,14338,2025/06/15 22:21:44.161
2,83,24564,9554,14657,2025/06/15 22:21:49.213
3,84,24564,9871,14338,2025/06/15 22:21:49.214
2,51,24564,9554,14657,2025/06/15 22:21:54.280
3,53,24564,9872,14337,2025/06/15 22:21:54.287
2,69,24564,9554,14657,2025/06/15 22:21:59.348
3,70,24564,9871,14337,2025/06/15 22:21:59.349
2,85,24564,9554,14657,2025/06/15 22:22:04.398
3,87,24564,9871,14338,2025/06/15 22:22:04.399
2,43,24564,9554,14657,2025/06/15 22:22:09.463
3,88,24564,9872,14337,2025/06/15 22:22:09.464
2,3,24564,9554,14657,2025/06/15 22:22:14.505
3,100,24564,9871,14337,2025/06/15 22:22:14.506
2,22,24564,9554,14657,2025/06/15 22:22:19.575
3,100,24564,9873,14336,2025/06/15 22:22:19.576
2,0,24564,9554,14657,2025/06/15 22:22:24.644
3,3,24564,9873,14335,2025/06/15 22:22:24.646
2,0,24564,9554,14657,2025/06/15 22:22:29.692
3,3,24564,9872,14337,2025/06/15 22:22:29.693
2,0,24564,9554,14657,2025/06/15 22:22:34.761
3,3,24564,9871,14338,2025/06/15 22:22:34.761
2,52,24564,9554,14657,2025/06/15 22:22:39.827
3,54,24564,9872,14337,2025/06/15 22:22:39.828
2,0,24564,9554,14657,2025/06/15 22:22:44.888
3,3,24564,9872,14337,2025/06/15 22:22:44.889
2,0,24564,9554,14657,2025/06/15 22:22:49.957
3,2,24564,9871,14338,2025/06/15 22:22:49.958
2,0,24564,9554,14657,2025/06/15 22:22:55.003
3,100,24564,9873,14336,2025/06/15 22:22:55.004
2,51,24564,9554,14657,2025/06/15 22:23:00.072
3,59,24564,9872,14337,2025/06/15 22:23:00.078
2,0,24564,9554,14657,2025/06/15 22:23:05.145
3,3,24564,9871,14338,2025/06/15 22:23:05.146
2,3,24564,9554,14657,2025/06/15 22:23:10.212
3,7,24564,9871,14338,2025/06/15 22:23:10.213
2,0,24564,9554,14657,2025/06/15 22:23:15.282
3,3,24564,9872,14337,2025/06/15 22:23:15.282
2,40,24564,9554,14657,2025/06/15 22:23:20.347
3,43,24564,9871,14337,2025/06/15 22:23:20.348
2,0,24564,9554,14657,2025/06/15 22:23:25.410
3,3,24564,9872,14336,2025/06/15 22:23:25.411
2,0,24564,9554,14657,2025/06/15 22:23:30.474
3,100,24564,9873,14335,2025/06/15 22:23:30.475
2,0,24564,9554,14657,2025/06/15 22:23:35.527
3,100,24564,9873,14335,2025/06/15 22:23:35.528
2,78,24564,9554,14657,2025/06/15 22:23:40.594
3,79,24564,9871,14338,2025/06/15 22:23:40.595
2,59,24564,9554,14657,2025/06/15 22:23:45.661
3,62,24564,9872,14337,2025/06/15 22:23:45.661
2,100,24564,9554,14657,2025/06/15 22:23:50.704
3,100,24564,9873,14335,2025/06/15 22:23:50.705
2,22,24564,9554,14657,2025/06/15 22:23:55.772
3,47,24564,9871,14338,2025/06/15 22:23:55.773
2,47,24564,9554,14657,2025/06/15 22:24:00.840
3,53,24564,9872,14337,2025/06/15 22:24:00.848
2,44,24564,9554,14657,2025/06/15 22:24:05.900
3,89,24564,9872,14337,2025/06/15 22:24:05.901
2,0,24564,9554,14657,2025/06/15 22:24:10.965
3,100,24564,9871,14337,2025/06/15 22:24:10.966
2,0,24564,9554,14657,2025/06/15 22:24:16.032
3,100,24564,9871,14337,2025/06/15 22:24:16.032
2,100,24564,9554,14657,2025/06/15 22:24:21.088
3,100,24564,9872,14337,2025/06/15 22:24:21.088
2,91,24564,9554,14657,2025/06/15 22:24:26.136
3,66,24564,9873,14336,2025/06/15 22:24:26.138
2,0,24564,9554,14657,2025/06/15 22:24:31.206
3,3,24564,9871,14338,2025/06/15 22:24:31.207
2,0,24564,9554,14657,2025/06/15 22:24:36.273
3,3,24564,9872,14337,2025/06/15 22:24:36.274
2,0,24564,9554,14657,2025/06/15 22:24:41.339
3,3,24564,9871,14337,2025/06/15 22:24:41.341
2,0,24564,9554,14657,2025/06/15 22:24:46.409
3,3,24564,9871,14338,2025/06/15 22:24:46.410
2,4,24564,9554,14657,2025/06/15 22:24:51.477
3,100,24564,9872,14337,2025/06/15 22:24:51.478
2,0,24564,9554,14657,2025/06/15 22:24:56.545
3,100,24564,9872,14337,2025/06/15 22:24:56.545
2,66,24564,9554,14657,2025/06/15 22:25:01.611
3,73,24564,9871,14338,2025/06/15 22:25:01.612
2,36,24564,9554,14657,2025/06/15 22:25:06.658
3,41,24564,9873,14335,2025/06/15 22:25:06.659
2,0,24564,9554,14657,2025/06/15 22:25:11.717
3,3,24564,9872,14337,2025/06/15 22:25:11.718
2,79,24564,9554,14657,2025/06/15 22:25:16.787
3,80,24564,9871,14338,2025/06/15 22:25:16.788
2,11,24564,9554,14657,2025/06/15 22:25:21.832
3,14,24564,9871,14337,2025/06/15 22:25:21.833
2,4,24564,9554,14657,2025/06/15 22:25:26.905
3,2,24564,9872,14337,2025/06/15 22:25:26.906
2,4,24564,9554,14657,2025/06/15 22:25:31.947
3,100,24564,9871,14337,2025/06/15 22:25:31.948
2,0,24564,9554,14657,2025/06/15 22:25:37.005
3,100,24564,9871,14337,2025/06/15 22:25:37.005
2,83,24564,9554,14657,2025/06/15 22:25:42.064
3,85,24564,9872,14337,2025/06/15 22:25:42.065
2,0,24564,9554,14657,2025/06/15 22:25:47.120
3,3,24564,9873,14336,2025/06/15 22:25:47.121
2,46,24564,9554,14657,2025/06/15 22:25:52.186
3,48,24564,9871,14338,2025/06/15 22:25:52.187
2,75,24564,9554,14657,2025/06/15 22:25:57.256
3,76,24564,9871,14337,2025/06/15 22:25:57.257
2,100,24564,9554,14657,2025/06/15 22:26:02.312
3,100,24564,9872,14337,2025/06/15 22:26:02.313
2,0,24564,9554,14657,2025/06/15 22:26:07.361
3,3,24564,9871,14338,2025/06/15 22:26:07.362
2,4,24564,9554,14657,2025/06/15 22:26:12.412
3,100,24564,9873,14335,2025/06/15 22:26:12.413
2,0,24564,9554,14657,2025/06/15 22:26:17.475
3,100,24564,9872,14337,2025/06/15 22:26:17.475
2,3,24564,9554,14657,2025/06/15 22:26:22.541
3,18,24564,9871,14338,2025/06/15 22:26:22.541
2,0,24564,9554,14657,2025/06/15 22:26:27.606
3,3,24564,9871,14337,2025/06/15 22:26:27.607
2,100,24564,9554,14657,2025/06/15 22:26:32.670
3,100,24564,9871,14337,2025/06/15 22:26:32.671
2,0,24564,9554,14657,2025/06/15 22:26:37.738
3,3,24564,9871,14338,2025/06/15 22:26:37.739
2,65,24564,9554,14657,2025/06/15 22:26:42.785
3,66,24564,9871,14337,2025/06/15 22:26:42.786
2,41,24564,9554,14657,2025/06/15 22:26:47.855
3,57,24564,9873,14335,2025/06/15 22:26:47.856
2,0,24564,9554,14657,2025/06/15 22:26:52.922
3,100,24564,9871,14337,2025/06/15 22:26:52.922
2,0,24564,9554,14657,2025/06/15 22:26:57.973
3,100,24564,9871,14338,2025/06/15 22:26:57.974
2,89,24564,9554,14657,2025/06/15 22:27:03.046
3,91,24564,9872,14337,2025/06/15 22:27:03.048
2,0,24564,9554,14657,2025/06/15 22:27:08.119
3,3,24564,9871,14337,2025/06/15 22:27:08.119
2,100,24564,9554,14657,2025/06/15 22:27:13.163
3,99,24564,9871,14338,2025/06/15 22:27:13.164
2,13,24564,9554,14657,2025/06/15 22:27:18.230
3,17,24564,9873,14335,2025/06/15 22:27:18.230
2,10,24564,9554,14657,2025/06/15 22:27:23.297
3,13,24564,9872,14337,2025/06/15 22:27:23.298
2,44,24564,9554,14657,2025/06/15 22:27:28.367
3,90,24564,9871,14338,2025/06/15 22:27:28.367
2,0,24564,9554,14657,2025/06/15 22:27:33.434
3,100,24564,9871,14337,2025/06/15 22:27:33.435
2,0,24564,9554,14657,2025/06/15 22:27:38.480
3,100,24564,9872,14337,2025/06/15 22:27:38.481
2,100,24564,9554,14657,2025/06/15 22:27:43.545
3,99,24564,9871,14338,2025/06/15 22:27:43.546
2,78,24564,9554,14657,2025/06/15 22:27:48.613
3,78,24564,9871,14337,2025/06/15 22:27:48.614
2,0,24564,9554,14657,2025/06/15 22:27:53.681
3,3,24564,9872,14337,2025/06/15 22:27:53.682
2,71,24564,9554,14657,2025/06/15 22:27:58.750
3,73,24564,9871,14338,2025/06/15 22:27:58.751
2,68,24564,9554,14657,2025/06/15 22:28:03.814
3,69,24564,9871,14338,2025/06/15 22:28:03.815
2,37,24564,9554,14657,2025/06/15 22:28:08.886
3,88,24564,9872,14337,2025/06/15 22:28:08.888
2,0,24564,9554,14657,2025/06/15 22:28:13.949
3,100,24564,9871,14337,2025/06/15 22:28:13.950
2,0,24564,9554,14657,2025/06/15 22:28:18.990
3,100,24564,9871,14337,2025/06/15 22:28:18.991
2,78,24564,9554,14657,2025/06/15 22:28:24.037
3,79,24564,9872,14337,2025/06/15 22:28:24.039
2,60,24564,9554,14657,2025/06/15 22:28:29.104
3,45,24564,9873,14335,2025/06/15 22:28:29.106
2,11,24564,9554,14657,2025/06/15 22:28:34.173
3,21,24564,9871,14338,2025/06/15 22:28:34.174
2,0,24564,9554,14657,2025/06/15 22:28:39.242
3,3,24564,9872,14337,2025/06/15 22:28:39.243
2,90,24564,9554,14657,2025/06/15 22:28:44.310
3,91,24564,9872,14337,2025/06/15 22:28:44.310
2,41,24564,9554,14657,2025/06/15 22:28:49.378
3,82,24564,9871,14338,2025/06/15 22:28:49.379
2,0,24564,9554,14657,2025/06/15 22:28:54.445
3,100,24564,9871,14338,2025/06/15 22:28:54.446
2,0,24564,9554,14657,2025/06/15 22:28:59.510
3,100,24564,9872,14336,2025/06/15 22:28:59.510
2,58,24564,9554,14657,2025/06/15 22:29:04.578
3,61,24564,9872,14336,2025/06/15 22:29:04.579
2,17,24564,9554,14657,2025/06/15 22:29:09.622
3,20,24564,9871,14338,2025/06/15 22:29:09.623
2,86,24564,9554,14657,2025/06/15 22:29:14.690
3,100,24564,9872,14337,2025/06/15 22:29:14.690
2,0,24564,9554,14657,2025/06/15 22:29:19.738
3,3,24564,9871,14338,2025/06/15 22:29:19.738
2,39,24564,9554,14657,2025/06/15 22:29:24.803
3,42,24564,9871,14338,2025/06/15 22:29:24.804
2,41,24564,9554,14657,2025/06/15 22:29:29.871
3,92,24564,9872,14337,2025/06/15 22:29:29.871
2,0,24564,9554,14657,2025/06/15 22:29:34.936
3,100,24564,9871,14337,2025/06/15 22:29:34.937
2,0,24564,9554,14657,2025/06/15 22:29:39.999
3,100,24564,9872,14336,2025/06/15 22:29:40.000
2,0,24564,9554,14657,2025/06/15 22:29:45.063
3,100,24564,9872,14337,2025/06/15 22:29:45.064
2,0,24564,9554,14657,2025/06/15 22:29:50.128
3,100,24564,9872,14337,2025/06/15 22:29:50.128
2,0,24564,9554,14657,2025/06/15 22:29:55.181
3,3,24564,9871,14338,2025/06/15 22:29:55.182
2,100,24564,9554,14657,2025/06/15 22:30:00.247
3,100,24564,9872,14337,2025/06/15 22:30:00.248
2,0,24564,9554,14657,2025/06/15 22:30:05.298
3,3,24564,9872,14337,2025/06/15 22:30:05.299
2,11,24564,9554,14657,2025/06/15 22:30:10.341
3,14,24564,9871,14338,2025/06/15 22:30:10.342
2,65,24564,9554,14657,2025/06/15 22:30:15.395
3,73,24564,9871,14337,2025/06/15 22:30:15.396
2,37,24564,9554,14657,2025/06/15 22:30:20.462
3,85,24564,9873,14335,2025/06/15 22:30:20.464
2,0,24564,9554,14657,2025/06/15 22:30:25.530
3,100,24564,9871,14337,2025/06/15 22:30:25.531
2,0,24564,9554,14657,2025/06/15 22:30:30.595
3,100,24564,9871,14338,2025/06/15 22:30:30.596
2,100,24564,9554,14657,2025/06/15 22:30:35.662
3,100,24564,9872,14337,2025/06/15 22:30:35.662
2,15,24564,9554,14657,2025/06/15 22:30:40.729
3,21,24564,9873,14336,2025/06/15 22:30:40.730
2,43,24564,9554,14657,2025/06/15 22:30:45.772
3,45,24564,9871,14338,2025/06/15 22:30:45.773
2,6,24564,9554,14657,2025/06/15 22:30:50.839
3,28,24564,9873,14335,2025/06/15 22:30:50.840
2,30,24564,9554,14657,2025/06/15 22:30:55.888
3,32,24564,9872,14337,2025/06/15 22:30:55.889
2,45,24564,9554,14657,2025/06/15 22:31:00.947
3,89,24564,9871,14338,2025/06/15 22:31:00.948
2,0,24564,9554,14657,2025/06/15 22:31:05.989
3,100,24564,9873,14335,2025/06/15 22:31:05.990
2,0,24564,9554,14657,2025/06/15 22:31:11.055
3,100,24564,9872,14337,2025/06/15 22:31:11.055
2,72,24564,9554,14657,2025/06/15 22:31:16.121
3,76,24564,9870,14339,2025/06/15 22:31:16.122
2,9,24564,9554,14657,2025/06/15 22:31:21.186
3,13,24564,9871,14337,2025/06/15 22:31:21.188
2,37,24564,9554,14657,2025/06/15 22:31:26.255
3,14,24564,9871,14337,2025/06/15 22:31:26.256
2,36,24564,9554,14657,2025/06/15 22:31:31.324
3,38,24564,9871,14338,2025/06/15 22:31:31.325
2,0,24564,9554,14657,2025/06/15 22:31:36.390
3,3,24564,9873,14336,2025/06/15 22:31:36.391
2,3,24564,9554,14657,2025/06/15 22:31:41.463
3,57,24564,9872,14337,2025/06/15 22:31:41.464
2,0,24564,9554,14657,2025/06/15 22:31:46.513
3,100,24564,9871,14337,2025/06/15 22:31:46.513
2,0,24564,9554,14657,2025/06/15 22:31:51.578
3,100,24564,9871,14338,2025/06/15 22:31:51.579
2,0,24564,9554,14657,2025/06/15 22:31:56.626
3,3,24564,9872,14337,2025/06/15 22:31:56.627
2,100,24564,9554,14657,2025/06/15 22:32:01.692
3,94,24564,9872,14337,2025/06/15 22:32:01.698
2,94,24564,9554,14657,2025/06/15 22:32:06.768
3,94,24564,9871,14338,2025/06/15 22:32:06.769
2,59,24564,9554,14657,2025/06/15 22:32:11.836
3,61,24564,9872,14337,2025/06/15 22:32:11.837
2,19,24564,9554,14657,2025/06/15 22:32:16.903
3,4,24564,9872,14337,2025/06/15 22:32:16.903
2,31,24564,9554,14657,2025/06/15 22:32:21.970
3,34,24564,9871,14338,2025/06/15 22:32:21.971
2,0,24564,9554,14657,2025/06/15 22:32:27.038
3,100,24564,9873,14335,2025/06/15 22:32:27.038
2,0,24564,9554,14657,2025/06/15 22:32:32.104
3,100,24564,9872,14337,2025/06/15 22:32:32.104
2,33,24564,9554,14657,2025/06/15 22:32:37.170
3,65,24564,9872,14336,2025/06/15 22:32:37.171
2,100,24564,9554,14657,2025/06/15 22:32:42.241
3,100,24564,9871,14337,2025/06/15 22:32:42.242
2,0,24564,9554,14657,2025/06/15 22:32:47.289
3,3,24564,9872,14337,2025/06/15 22:32:47.290
2,10,24564,9554,14657,2025/06/15 22:32:52.360
3,3,24564,9872,14336,2025/06/15 22:32:52.362
2,36,24564,9554,14657,2025/06/15 22:32:57.431
3,8,24564,9871,14338,2025/06/15 22:32:57.432
2,0,24564,9554,14657,2025/06/15 22:33:02.499
3,3,24564,9872,14337,2025/06/15 22:33:02.499
2,0,24564,9554,14657,2025/06/15 22:33:07.566
3,3,24564,9871,14337,2025/06/15 22:33:07.567
2,3,24564,9554,14657,2025/06/15 22:33:12.635
3,100,24564,9872,14336,2025/06/15 22:33:12.636
2,2,24564,9554,14657,2025/06/15 22:33:17.704
3,100,24564,9873,14335,2025/06/15 22:33:17.705
2,40,24564,9554,14657,2025/06/15 22:33:22.771
3,62,24564,9873,14335,2025/06/15 22:33:22.772
2,97,24564,9554,14657,2025/06/15 22:33:27.843
3,100,24564,9871,14338,2025/06/15 22:33:27.844
2,0,24564,9554,14657,2025/06/15 22:33:32.909
3,3,24564,9872,14337,2025/06/15 22:33:32.910
2,0,24564,9554,14657,2025/06/15 22:33:37.956
3,3,24564,9872,14337,2025/06/15 22:33:37.957
2,0,24564,9554,14657,2025/06/15 22:33:43.022
3,3,24564,9871,14338,2025/06/15 22:33:43.023
2,39,24564,9554,14657,2025/06/15 22:33:48.099
3,89,24564,9872,14336,2025/06/15 22:33:48.101
2,0,24564,9554,14657,2025/06/15 22:33:53.166
3,100,24564,9871,14337,2025/06/15 22:33:53.167
2,0,24564,9554,14657,2025/06/15 22:33:58.208
3,100,24564,9873,14336,2025/06/15 22:33:58.208
2,3,24564,9554,14657,2025/06/15 22:34:03.276
3,3,24564,9871,14337,2025/06/15 22:34:03.277
2,10,24564,9554,14657,2025/06/15 22:34:08.345
3,23,24564,9872,14336,2025/06/15 22:34:08.346
2,100,24564,9554,14657,2025/06/15 22:34:13.403
3,100,24564,9871,14338,2025/06/15 22:34:13.404
2,14,24564,9554,14657,2025/06/15 22:34:18.473
3,16,24564,9871,14338,2025/06/15 22:34:18.474
2,32,24564,9554,14657,2025/06/15 22:34:23.541
3,34,24564,9872,14337,2025/06/15 22:34:23.541
2,0,24564,9554,14657,2025/06/15 22:34:28.594
3,3,24564,9871,14337,2025/06/15 22:34:28.595
2,0,24564,9554,14657,2025/06/15 22:34:33.658
3,3,24564,9871,14338,2025/06/15 22:34:33.659
2,0,24564,9554,14657,2025/06/15 22:34:38.723
3,100,24564,9873,14335,2025/06/15 22:34:38.724
2,0,24564,9554,14657,2025/06/15 22:34:43.795
3,3,24564,9872,14337,2025/06/15 22:34:43.796
2,0,24564,9554,14657,2025/06/15 22:34:48.863
3,3,24564,9871,14338,2025/06/15 22:34:48.864
2,0,24564,9554,14657,2025/06/15 22:34:53.932
3,3,24564,9871,14337,2025/06/15 22:34:53.933
2,0,24564,9554,14657,2025/06/15 22:34:58.998
3,3,24564,9872,14337,2025/06/15 22:34:58.999
2,100,24564,9554,14657,2025/06/15 22:35:04.066
3,99,24564,9872,14336,2025/06/15 22:35:04.067
2,44,24564,9554,14657,2025/06/15 22:35:09.133
3,45,24564,9871,14337,2025/06/15 22:35:09.134
2,46,24564,9554,14657,2025/06/15 22:35:14.208
3,83,24564,9872,14337,2025/06/15 22:35:14.209
2,0,24564,9554,14657,2025/06/15 22:35:19.271
3,100,24564,9871,14337,2025/06/15 22:35:19.272
2,0,24564,9554,14657,2025/06/15 22:35:24.335
3,100,24564,9871,14337,2025/06/15 22:35:24.336
2,19,24564,9554,14657,2025/06/15 22:35:29.393
3,18,24564,9872,14337,2025/06/15 22:35:29.394
2,100,24564,9554,14657,2025/06/15 22:35:34.465
3,100,24564,9871,14337,2025/06/15 22:35:34.466
2,100,24564,9554,14657,2025/06/15 22:35:39.525
3,100,24564,9871,14338,2025/06/15 22:35:39.526
2,100,24564,9554,14657,2025/06/15 22:35:44.594
3,99,24564,9872,14337,2025/06/15 22:35:44.595
2,37,24564,9554,14657,2025/06/15 22:35:49.659
3,39,24564,9871,14337,2025/06/15 22:35:49.660
2,0,24564,9554,14657,2025/06/15 22:35:54.727
3,3,24564,9871,14338,2025/06/15 22:35:54.727
2,0,24564,9554,14657,2025/06/15 22:35:59.798
3,3,24564,9872,14337,2025/06/15 22:35:59.800
2,0,24564,9554,14657,2025/06/15 22:36:04.866
3,100,24564,9872,14337,2025/06/15 22:36:04.866
2,100,24564,9554,14657,2025/06/15 22:36:09.933
3,100,24564,9871,14337,2025/06/15 22:36:09.934
2,100,24564,9554,14657,2025/06/15 22:36:14.980
3,99,24564,9872,14337,2025/06/15 22:36:14.981
2,14,24564,9554,14657,2025/06/15 22:36:20.036
3,17,24564,9872,14337,2025/06/15 22:36:20.038
2,11,24564,9554,14657,2025/06/15 22:36:25.083
3,14,24564,9871,14338,2025/06/15 22:36:25.084
2,0,24564,9554,14657,2025/06/15 22:36:30.127
3,3,24564,9871,14337,2025/06/15 22:36:30.128
2,0,24564,9554,14657,2025/06/15 22:36:35.180
3,3,24564,9872,14337,2025/06/15 22:36:35.181
2,40,24564,9554,14657,2025/06/15 22:36:40.253
3,81,24564,9871,14338,2025/06/15 22:36:40.254
2,0,24564,9554,14657,2025/06/15 22:36:45.320
3,100,24564,9871,14338,2025/06/15 22:36:45.320
2,0,24564,9554,14657,2025/06/15 22:36:50.385
3,100,24564,9871,14337,2025/06/15 22:36:50.385
2,74,24564,9554,14657,2025/06/15 22:36:55.453
3,80,24564,9871,14337,2025/06/15 22:36:55.454
2,93,24564,9554,14657,2025/06/15 22:37:00.522
3,100,24564,9871,14338,2025/06/15 22:37:00.523
2,67,24564,9554,14657,2025/06/15 22:37:05.590
3,29,24564,9872,14337,2025/06/15 22:37:05.590
2,92,24564,9554,14657,2025/06/15 22:37:10.658
