index,uuid,driver_version,name,gpu_serial,display_active,display_mode
2,GPU-af3a4183-2ea1-ff77-9754-6eb839e0d6f2,550.107.02,NVIDIA GeForce RTX 4090,[N/A],Disabled,Disabled
3,GPU-c1561944-bdd2-46a5-f659-b20a0cb823fb,550.107.02,NVIDIA GeForce RTX 4090,[N/A],Enabled,Enabled

pid,process_name,gpu_uuid,gpu_name,used_memory

index,utilization_gpu,memory_total,memory_used,memory_free,timestamp
2,37,24564,9554,14657,2025/06/15 23:02:54.810
3,40,24564,9872,14337,2025/06/15 23:02:54.811
2,59,24564,9554,14657,2025/06/15 23:02:59.879
3,71,24564,9872,14337,2025/06/15 23:02:59.880
2,92,24564,9554,14657,2025/06/15 23:03:04.950
3,90,24564,9871,14338,2025/06/15 23:03:04.952
2,53,24564,9554,14657,2025/06/15 23:03:10.017
3,53,24564,9872,14337,2025/06/15 23:03:10.018
2,0,24564,9554,14657,2025/06/15 23:03:15.083
3,3,24564,9872,14337,2025/06/15 23:03:15.084
2,39,24564,9554,14657,2025/06/15 23:03:20.149
3,61,24564,9871,14338,2025/06/15 23:03:20.150
2,0,24564,9554,14657,2025/06/15 23:03:25.212
3,100,24564,9871,14337,2025/06/15 23:03:25.213
2,0,24564,9554,14657,2025/06/15 23:03:30.280
3,3,24564,9873,14335,2025/06/15 23:03:30.281
2,68,24564,9554,14657,2025/06/15 23:03:35.331
3,72,24564,9871,14338,2025/06/15 23:03:35.332
2,83,24564,9554,14657,2025/06/15 23:03:40.396
3,100,24564,9871,14338,2025/06/15 23:03:40.399
2,100,24564,9554,14657,2025/06/15 23:03:45.466
3,100,24564,9871,14337,2025/06/15 23:03:45.466
2,100,24564,9554,14657,2025/06/15 23:03:50.507
3,99,24564,9871,14337,2025/06/15 23:03:50.508
2,33,24564,9554,14657,2025/06/15 23:03:55.578
3,33,24564,9871,14338,2025/06/15 23:03:55.579
2,5,24564,9554,14657,2025/06/15 23:04:00.647
3,5,24564,9872,14337,2025/06/15 23:04:00.648
2,37,24564,9554,14657,2025/06/15 23:04:05.716
3,86,24564,9873,14335,2025/06/15 23:04:05.717
2,0,24564,9554,14657,2025/06/15 23:04:10.803
3,100,24564,9871,14337,2025/06/15 23:04:10.804
2,0,24564,9554,14657,2025/06/15 23:04:15.872
3,3,24564,9872,14337,2025/06/15 23:04:15.873
2,0,24564,9554,14657,2025/06/15 23:04:20.914
3,3,24564,9872,14337,2025/06/15 23:04:20.915
2,0,24564,9554,14657,2025/06/15 23:04:25.981
3,3,24564,9871,14338,2025/06/15 23:04:25.982
2,0,24564,9554,14657,2025/06/15 23:04:31.044
3,3,24564,9871,14337,2025/06/15 23:04:31.045
2,13,24564,9554,14657,2025/06/15 23:04:36.112
3,3,24564,9872,14337,2025/06/15 23:04:36.112
2,17,24564,9554,14657,2025/06/15 23:04:41.178
3,9,24564,9871,14338,2025/06/15 23:04:41.179
2,30,24564,9554,14657,2025/06/15 23:04:46.236
3,35,24564,9871,14338,2025/06/15 23:04:46.237
2,24,24564,9554,14657,2025/06/15 23:04:51.305
3,24,24564,9872,14337,2025/06/15 23:04:51.306
2,0,24564,9554,14657,2025/06/15 23:04:56.372
3,100,24564,9873,14335,2025/06/15 23:04:56.373
2,0,24564,9554,14657,2025/06/15 23:05:01.437
3,100,24564,9871,14338,2025/06/15 23:05:01.438
2,0,24564,9554,14657,2025/06/15 23:05:06.500
3,3,24564,9872,14337,2025/06/15 23:05:06.501
2,0,24564,9554,14657,2025/06/15 23:05:11.542
3,3,24564,9872,14337,2025/06/15 23:05:11.543
2,10,24564,9554,14657,2025/06/15 23:05:16.614
3,11,24564,9871,14338,2025/06/15 23:05:16.615
2,0,24564,9554,14657,2025/06/15 23:05:21.662
3,3,24564,9872,14337,2025/06/15 23:05:21.663
2,0,24564,9554,14657,2025/06/15 23:05:26.732
3,3,24564,9872,14337,2025/06/15 23:05:26.733
2,0,24564,9554,14657,2025/06/15 23:05:31.800
3,3,24564,9871,14338,2025/06/15 23:05:31.801
2,0,24564,9554,14657,2025/06/15 23:05:36.869
3,3,24564,9872,14337,2025/06/15 23:05:36.870
2,3,24564,9554,14657,2025/06/15 23:05:41.934
3,3,24564,9872,14337,2025/06/15 23:05:41.935
2,0,24564,9554,14657,2025/06/15 23:05:46.982
3,100,24564,9871,14337,2025/06/15 23:05:46.983
2,0,24564,9554,14657,2025/06/15 23:05:52.027
3,100,24564,9871,14337,2025/06/15 23:05:52.028
2,0,24564,9554,14657,2025/06/15 23:05:57.094
3,100,24564,9872,14337,2025/06/15 23:05:57.094
2,0,24564,9554,14657,2025/06/15 23:06:02.160
3,3,24564,9872,14336,2025/06/15 23:06:02.161
2,0,24564,9554,14657,2025/06/15 23:06:07.225
3,3,24564,9871,14337,2025/06/15 23:06:07.225
2,23,24564,9554,14657,2025/06/15 23:06:12.273
3,51,24564,9872,14337,2025/06/15 23:06:12.292
2,6,24564,9554,14657,2025/06/15 23:06:17.362
3,3,24564,9871,14337,2025/06/15 23:06:17.363
2,0,24564,9554,14657,2025/06/15 23:06:22.431
3,3,24564,9871,14338,2025/06/15 23:06:22.431
2,70,24564,9554,14657,2025/06/15 23:06:27.496
3,100,24564,9872,14337,2025/06/15 23:06:27.497
2,78,24564,9554,14657,2025/06/15 23:06:32.562
3,76,24564,9872,14337,2025/06/15 23:06:32.564
2,0,24564,9554,14657,2025/06/15 23:06:37.631
3,3,24564,9871,14338,2025/06/15 23:06:37.632
2,0,24564,9554,14657,2025/06/15 23:06:42.697
3,100,24564,9872,14337,2025/06/15 23:06:42.698
2,6,24564,9554,14657,2025/06/15 23:06:47.753
3,7,24564,9872,14337,2025/06/15 23:06:47.754
2,20,24564,9554,14657,2025/06/15 23:06:52.798
3,20,24564,9871,14338,2025/06/15 23:06:52.799
2,0,24564,9554,14657,2025/06/15 23:06:57.857
3,3,24564,9871,14337,2025/06/15 23:06:57.857
2,19,24564,9554,14657,2025/06/15 23:07:02.926
3,19,24564,9872,14337,2025/06/15 23:07:02.926
2,48,24564,9554,14657,2025/06/15 23:07:07.995
3,47,24564,9871,14338,2025/06/15 23:07:07.996
2,0,24564,9554,14657,2025/06/15 23:07:13.046
3,3,24564,9871,14337,2025/06/15 23:07:13.054
2,0,24564,9554,14657,2025/06/15 23:07:18.120
3,3,24564,9872,14337,2025/06/15 23:07:18.121
2,41,24564,9554,14657,2025/06/15 23:07:23.188
3,73,24564,9871,14338,2025/06/15 23:07:23.189
2,0,24564,9554,14657,2025/06/15 23:07:28.257
3,100,24564,9871,14337,2025/06/15 23:07:28.258
2,0,24564,9554,14657,2025/06/15 23:07:33.326
3,3,24564,9872,14337,2025/06/15 23:07:33.327
2,18,24564,9554,14657,2025/06/15 23:07:38.396
3,19,24564,9871,14337,2025/06/15 23:07:38.397
2,0,24564,9554,14657,2025/06/15 23:07:43.462
3,3,24564,9871,14338,2025/06/15 23:07:43.463
2,0,24564,9554,14657,2025/06/15 23:07:48.524
3,3,24564,9872,14337,2025/06/15 23:07:48.525
2,26,24564,9554,14657,2025/06/15 23:07:53.592
3,26,24564,9872,14337,2025/06/15 23:07:53.593
2,0,24564,9554,14657,2025/06/15 23:07:58.657
3,3,24564,9871,14338,2025/06/15 23:07:58.658
2,0,24564,9554,14657,2025/06/15 23:08:03.726
3,2,24564,9872,14337,2025/06/15 23:08:03.727
2,0,24564,9554,14657,2025/06/15 23:08:08.791
3,3,24564,9872,14337,2025/06/15 23:08:08.792
2,0,24564,9554,14657,2025/06/15 23:08:13.854
3,100,24564,9873,14336,2025/06/15 23:08:13.855
2,0,24564,9554,14657,2025/06/15 23:08:18.919
3,100,24564,9871,14337,2025/06/15 23:08:18.920
2,0,24564,9554,14657,2025/06/15 23:08:23.982
3,3,24564,9872,14337,2025/06/15 23:08:23.983
2,0,24564,9554,14657,2025/06/15 23:08:29.051
3,3,24564,9871,14338,2025/06/15 23:08:29.052
2,0,24564,9554,14657,2025/06/15 23:08:34.119
3,3,24564,9871,14337,2025/06/15 23:08:34.121
2,0,24564,9554,14657,2025/06/15 23:08:39.162
3,3,24564,9872,14337,2025/06/15 23:08:39.163
2,0,24564,9554,14657,2025/06/15 23:08:44.233
3,3,24564,9871,14337,2025/06/15 23:08:44.234
2,0,24564,9554,14657,2025/06/15 23:08:49.277
3,3,24564,9871,14338,2025/06/15 23:08:49.278
2,25,24564,9554,14657,2025/06/15 23:08:54.339
3,35,24564,9872,14337,2025/06/15 23:08:54.340
2,3,24564,9554,14657,2025/06/15 23:08:59.409
3,3,24564,9872,14337,2025/06/15 23:08:59.411
2,0,24564,9554,14657,2025/06/15 23:09:04.453
3,100,24564,9871,14338,2025/06/15 23:09:04.454
2,53,24564,9554,14657,2025/06/15 23:09:09.518
3,75,24564,9872,14337,2025/06/15 23:09:09.519
2,0,24564,9554,14657,2025/06/15 23:09:14.589
3,17,24564,9872,14337,2025/06/15 23:09:14.590
2,72,24564,9554,14657,2025/06/15 23:09:19.654
3,87,24564,9871,14338,2025/06/15 23:09:19.655
2,4,24564,9554,14657,2025/06/15 23:09:24.723
3,31,24564,9873,14335,2025/06/15 23:09:24.724
2,0,24564,9554,14657,2025/06/15 23:09:29.771
3,3,24564,9873,14335,2025/06/15 23:09:29.773
2,44,24564,9554,14657,2025/06/15 23:09:34.826
3,60,24564,9871,14338,2025/06/15 23:09:34.827
2,100,24564,9554,14657,2025/06/15 23:09:39.885
3,100,24564,9871,14338,2025/06/15 23:09:39.886
2,33,24564,9554,14657,2025/06/15 23:09:44.954
3,85,24564,9872,14337,2025/06/15 23:09:44.955
2,0,24564,9554,14657,2025/06/15 23:09:50.019
3,100,24564,9871,14337,2025/06/15 23:09:50.020
2,0,24564,9554,14657,2025/06/15 23:09:55.062
3,100,24564,9871,14337,2025/06/15 23:09:55.063
2,55,24564,9554,14657,2025/06/15 23:10:00.127
3,54,24564,9873,14335,2025/06/15 23:10:00.128
2,100,24564,9554,14657,2025/06/15 23:10:05.176
3,100,24564,9872,14337,2025/06/15 23:10:05.177
2,94,24564,9554,14657,2025/06/15 23:10:10.244
3,90,24564,9871,14338,2025/06/15 23:10:10.245
2,92,24564,9554,14657,2025/06/15 23:10:15.308
3,100,24564,9872,14337,2025/06/15 23:10:15.310
2,40,24564,9554,14657,2025/06/15 23:10:20.376
3,51,24564,9873,14335,2025/06/15 23:10:20.378
2,49,24564,9554,14657,2025/06/15 23:10:25.449
3,48,24564,9870,14339,2025/06/15 23:10:25.449
2,59,24564,9554,14657,2025/06/15 23:10:30.492
3,62,24564,9873,14335,2025/06/15 23:10:30.493
2,45,24564,9554,14657,2025/06/15 23:10:35.559
3,84,24564,9872,14337,2025/06/15 23:10:35.561
2,0,24564,9554,14657,2025/06/15 23:10:40.619
3,100,24564,9873,14336,2025/06/15 23:10:40.620
2,0,24564,9554,14657,2025/06/15 23:10:45.663
3,100,24564,9871,14337,2025/06/15 23:10:45.664
2,0,24564,9554,14657,2025/06/15 23:10:50.730
3,3,24564,9873,14335,2025/06/15 23:10:50.731
2,3,24564,9554,14657,2025/06/15 23:10:55.795
3,11,24564,9872,14336,2025/06/15 23:10:55.796
2,0,24564,9554,14657,2025/06/15 23:11:00.864
3,3,24564,9872,14336,2025/06/15 23:11:00.865
2,0,24564,9554,14657,2025/06/15 23:11:05.920
3,3,24564,9872,14337,2025/06/15 23:11:05.921
2,0,24564,9554,14657,2025/06/15 23:11:10.986
3,3,24564,9871,14337,2025/06/15 23:11:10.987
2,0,24564,9554,14657,2025/06/15 23:11:16.051
3,3,24564,9871,14338,2025/06/15 23:11:16.052
2,0,24564,9554,14657,2025/06/15 23:11:21.103
3,3,24564,9872,14337,2025/06/15 23:11:21.104
2,0,24564,9554,14657,2025/06/15 23:11:26.171
3,3,24564,9872,14337,2025/06/15 23:11:26.171
2,0,24564,9554,14657,2025/06/15 23:11:31.239
3,100,24564,9871,14338,2025/06/15 23:11:31.239
2,0,24564,9554,14657,2025/06/15 23:11:36.288
3,100,24564,9871,14337,2025/06/15 23:11:36.289
2,0,24564,9554,14657,2025/06/15 23:11:41.356
3,2,24564,9872,14337,2025/06/15 23:11:41.361
2,0,24564,9554,14657,2025/06/15 23:11:46.428
3,3,24564,9871,14338,2025/06/15 23:11:46.429
2,28,24564,9554,14657,2025/06/15 23:11:51.498
3,27,24564,9871,14337,2025/06/15 23:11:51.499
2,100,24564,9554,14657,2025/06/15 23:11:56.543
3,100,24564,9873,14335,2025/06/15 23:11:56.544
2,100,24564,9554,14657,2025/06/15 23:12:01.612
3,100,24564,9871,14338,2025/06/15 23:12:01.613
2,29,24564,9554,14657,2025/06/15 23:12:06.660
3,39,24564,9871,14338,2025/06/15 23:12:06.661
2,5,24564,9554,14657,2025/06/15 23:12:11.701
3,16,24564,9872,14337,2025/06/15 23:12:11.702
2,0,24564,9554,14657,2025/06/15 23:12:16.768
3,3,24564,9871,14338,2025/06/15 23:12:16.769
2,0,24564,9554,14657,2025/06/15 23:12:21.835
3,100,24564,9871,14338,2025/06/15 23:12:21.836
2,0,24564,9554,14657,2025/06/15 23:12:26.901
3,100,24564,9873,14336,2025/06/15 23:12:26.902
2,0,24564,9554,14657,2025/06/15 23:12:31.968
3,3,24564,9871,14337,2025/06/15 23:12:31.969
2,0,24564,9554,14657,2025/06/15 23:12:37.034
3,3,24564,9871,14338,2025/06/15 23:12:37.035
2,0,24564,9554,14657,2025/06/15 23:12:42.101
3,3,24564,9872,14337,2025/06/15 23:12:42.102
2,0,24564,9554,14657,2025/06/15 23:12:47.158
3,3,24564,9872,14337,2025/06/15 23:12:47.159
2,11,24564,9554,14657,2025/06/15 23:12:52.205
3,10,24564,9871,14338,2025/06/15 23:12:52.206
2,97,24564,9554,14657,2025/06/15 23:12:57.268
3,94,24564,9872,14337,2025/06/15 23:12:57.269
2,87,24564,9554,14657,2025/06/15 23:13:02.328
3,84,24564,9872,14337,2025/06/15 23:13:02.329
2,0,24564,9554,14657,2025/06/15 23:13:07.396
3,3,24564,9871,14338,2025/06/15 23:13:07.397
2,0,24564,9554,14657,2025/06/15 23:13:12.448
3,100,24564,9871,14337,2025/06/15 23:13:12.449
2,0,24564,9554,14657,2025/06/15 23:13:17.519
3,3,24564,9871,14337,2025/06/15 23:13:17.520
2,0,24564,9554,14657,2025/06/15 23:13:22.566
3,3,24564,9871,14337,2025/06/15 23:13:22.567
2,0,24564,9554,14657,2025/06/15 23:13:27.617
3,3,24564,9871,14338,2025/06/15 23:13:27.617
2,82,24564,9554,14657,2025/06/15 23:13:32.683
3,80,24564,9872,14337,2025/06/15 23:13:32.684
2,82,24564,9554,14657,2025/06/15 23:13:37.738
3,80,24564,9872,14337,2025/06/15 23:13:37.739
2,81,24564,9554,14657,2025/06/15 23:13:42.808
3,87,24564,9871,14338,2025/06/15 23:13:42.809
2,0,24564,9554,14657,2025/06/15 23:13:47.875
3,20,24564,9872,14337,2025/06/15 23:13:47.876
2,7,24564,9554,14657,2025/06/15 23:13:52.940
3,58,24564,9873,14335,2025/06/15 23:13:52.941
2,4,24564,9554,14657,2025/06/15 23:13:57.999
3,3,24564,9871,14338,2025/06/15 23:13:58.000
2,2,24564,9554,14657,2025/06/15 23:14:03.058
3,100,24564,9873,14336,2025/06/15 23:14:03.059
2,0,24564,9554,14657,2025/06/15 23:14:08.127
3,3,24564,9872,14337,2025/06/15 23:14:08.128
2,0,24564,9554,14657,2025/06/15 23:14:13.194
3,3,24564,9871,14338,2025/06/15 23:14:13.195
2,0,24564,9554,14657,2025/06/15 23:14:18.266
3,2,24564,9871,14337,2025/06/15 23:14:18.267
2,19,24564,9554,14657,2025/06/15 23:14:23.330
3,18,24564,9872,14337,2025/06/15 23:14:23.330
2,95,24564,9554,14657,2025/06/15 23:14:28.397
3,99,24564,9871,14338,2025/06/15 23:14:28.399
2,15,24564,9554,14657,2025/06/15 23:14:33.464
3,34,24564,9871,14338,2025/06/15 23:14:33.465
2,16,24564,9554,14657,2025/06/15 23:14:38.532
3,45,24564,9872,14337,2025/06/15 23:14:38.533
2,0,24564,9554,14657,2025/06/15 23:14:43.590
3,3,24564,9871,14338,2025/06/15 23:14:43.591
2,5,24564,9554,14657,2025/06/15 23:14:48.656
3,3,24564,9871,14338,2025/06/15 23:14:48.657
2,0,24564,9554,14657,2025/06/15 23:14:53.696
3,100,24564,9871,14337,2025/06/15 23:14:53.697
2,0,24564,9554,14657,2025/06/15 23:14:58.778
3,3,24564,9872,14337,2025/06/15 23:14:58.779
2,0,24564,9554,14657,2025/06/15 23:15:03.845
3,3,24564,9871,14338,2025/06/15 23:15:03.846
2,39,24564,9554,14657,2025/06/15 23:15:08.919
3,38,24564,9872,14337,2025/06/15 23:15:08.920
2,90,24564,9554,14657,2025/06/15 23:15:13.967
3,94,24564,9873,14335,2025/06/15 23:15:13.969
2,0,24564,9554,14657,2025/06/15 23:15:19.034
3,3,24564,9871,14338,2025/06/15 23:15:19.036
2,0,24564,9554,14657,2025/06/15 23:15:24.102
3,3,24564,9872,14337,2025/06/15 23:15:24.103
2,0,24564,9554,14657,2025/06/15 23:15:29.169
3,3,24564,9872,14337,2025/06/15 23:15:29.170
2,0,24564,9554,14657,2025/06/15 23:15:34.213
3,3,24564,9871,14338,2025/06/15 23:15:34.214
2,0,24564,9554,14657,2025/06/15 23:15:39.262
3,100,24564,9871,14338,2025/06/15 23:15:39.263
2,0,24564,9554,14657,2025/06/15 23:15:44.329
3,100,24564,9871,14337,2025/06/15 23:15:44.330
2,100,24564,9554,14657,2025/06/15 23:15:49.375
3,100,24564,9871,14338,2025/06/15 23:15:49.376
2,0,24564,9554,14657,2025/06/15 23:15:54.441
3,3,24564,9871,14338,2025/06/15 23:15:54.443
2,0,24564,9554,14657,2025/06/15 23:15:59.501
3,3,24564,9872,14337,2025/06/15 23:15:59.502
2,0,24564,9554,14657,2025/06/15 23:16:04.555
3,3,24564,9871,14337,2025/06/15 23:16:04.556
2,21,24564,9554,14657,2025/06/15 23:16:09.627
3,20,24564,9871,14338,2025/06/15 23:16:09.629
2,58,24564,9554,14657,2025/06/15 23:16:14.697
3,56,24564,9872,14337,2025/06/15 23:16:14.698
2,54,24564,9554,14657,2025/06/15 23:16:19.751
3,64,24564,9872,14337,2025/06/15 23:16:19.752
2,45,24564,9554,14657,2025/06/15 23:16:24.819
3,79,24564,9871,14338,2025/06/15 23:16:24.820
2,4,24564,9554,14657,2025/06/15 23:16:29.888
3,100,24564,9872,14337,2025/06/15 23:16:29.888
2,0,24564,9554,14657,2025/06/15 23:16:34.929
3,3,24564,9872,14337,2025/06/15 23:16:34.930
2,0,24564,9554,14657,2025/06/15 23:16:39.997
3,3,24564,9871,14338,2025/06/15 23:16:39.998
2,100,24564,9554,14657,2025/06/15 23:16:45.042
3,100,24564,9871,14337,2025/06/15 23:16:45.043
2,45,24564,9554,14657,2025/06/15 23:16:50.110
3,61,24564,9872,14337,2025/06/15 23:16:50.111
2,0,24564,9554,14657,2025/06/15 23:16:55.176
3,3,24564,9871,14338,2025/06/15 23:16:55.177
2,0,24564,9554,14657,2025/06/15 23:17:00.241
3,3,24564,9871,14337,2025/06/15 23:17:00.242
2,73,24564,9554,14657,2025/06/15 23:17:05.312
3,71,24564,9872,14337,2025/06/15 23:17:05.313
2,65,24564,9554,14657,2025/06/15 23:17:10.355
3,64,24564,9871,14337,2025/06/15 23:17:10.357
2,46,24564,9554,14657,2025/06/15 23:17:15.420
3,86,24564,9871,14338,2025/06/15 23:17:15.421
2,2,24564,9554,14657,2025/06/15 23:17:20.486
3,100,24564,9872,14337,2025/06/15 23:17:20.488
2,0,24564,9554,14657,2025/06/15 23:17:25.553
3,100,24564,9873,14335,2025/06/15 23:17:25.553
2,38,24564,9554,14657,2025/06/15 23:17:30.615
3,55,24564,9872,14336,2025/06/15 23:17:30.616
2,0,24564,9554,14657,2025/06/15 23:17:35.683
3,3,24564,9872,14337,2025/06/15 23:17:35.684
2,0,24564,9554,14657,2025/06/15 23:17:40.751
3,3,24564,9872,14337,2025/06/15 23:17:40.752
2,85,24564,9554,14657,2025/06/15 23:17:45.800
3,100,24564,9871,14338,2025/06/15 23:17:45.801
2,27,24564,9554,14657,2025/06/15 23:17:50.869
3,59,24564,9873,14335,2025/06/15 23:17:50.870
2,0,24564,9554,14657,2025/06/15 23:17:55.917
3,3,24564,9871,14337,2025/06/15 23:17:55.918
2,100,24564,9554,14657,2025/06/15 23:18:00.970
3,99,24564,9871,14338,2025/06/15 23:18:00.971
2,0,24564,9554,14657,2025/06/15 23:18:06.038
3,3,24564,9871,14338,2025/06/15 23:18:06.039
2,0,24564,9554,14657,2025/06/15 23:18:11.098
3,100,24564,9873,14335,2025/06/15 23:18:11.099
2,0,24564,9554,14657,2025/06/15 23:18:16.141
3,100,24564,9871,14337,2025/06/15 23:18:16.142
2,0,24564,9554,14657,2025/06/15 23:18:21.200
3,3,24564,9871,14338,2025/06/15 23:18:21.201
2,42,24564,9554,14657,2025/06/15 23:18:26.267
3,39,24564,9872,14337,2025/06/15 23:18:26.269
2,0,24564,9554,14657,2025/06/15 23:18:31.333
3,6,24564,9872,14337,2025/06/15 23:18:31.335
2,0,24564,9554,14657,2025/06/15 23:18:36.401
3,3,24564,9871,14338,2025/06/15 23:18:36.403
2,0,24564,9554,14657,2025/06/15 23:18:41.468
3,3,24564,9872,14337,2025/06/15 23:18:41.469
2,2,24564,9554,14657,2025/06/15 23:18:46.529
3,3,24564,9872,14337,2025/06/15 23:18:46.529
2,77,24564,9554,14657,2025/06/15 23:18:51.596
3,74,24564,9871,14338,2025/06/15 23:18:51.598
2,41,24564,9554,14657,2025/06/15 23:18:56.664
3,88,24564,9872,14337,2025/06/15 23:18:56.665
2,0,24564,9554,14657,2025/06/15 23:19:01.708
3,100,24564,9872,14336,2025/06/15 23:19:01.709
2,76,24564,9554,14657,2025/06/15 23:19:06.779
3,73,24564,9871,14337,2025/06/15 23:19:06.780
2,58,24564,9554,14657,2025/06/15 23:19:11.847
3,64,24564,9871,14337,2025/06/15 23:19:11.849
2,0,24564,9554,14657,2025/06/15 23:19:16.914
3,3,24564,9872,14337,2025/06/15 23:19:16.915
2,0,24564,9554,14657,2025/06/15 23:19:21.979
3,3,24564,9871,14338,2025/06/15 23:19:21.980
2,84,24564,9554,14657,2025/06/15 23:19:27.046
3,81,24564,9871,14338,2025/06/15 23:19:27.048
2,0,24564,9554,14657,2025/06/15 23:19:32.091
3,3,24564,9872,14337,2025/06/15 23:19:32.092
2,0,24564,9554,14657,2025/06/15 23:19:37.150
3,3,24564,9871,14337,2025/06/15 23:19:37.151
2,7,24564,9554,14657,2025/06/15 23:19:42.219
3,7,24564,9871,14338,2025/06/15 23:19:42.219
2,41,24564,9554,14657,2025/06/15 23:19:47.287
3,86,24564,9872,14337,2025/06/15 23:19:47.288
2,2,24564,9554,14657,2025/06/15 23:19:52.357
3,100,24564,9872,14337,2025/06/15 23:19:52.358
2,0,24564,9554,14657,2025/06/15 23:19:57.426
3,3,24564,9871,14338,2025/06/15 23:19:57.426
2,72,24564,9554,14657,2025/06/15 23:20:02.494
3,97,24564,9872,14336,2025/06/15 23:20:02.496
2,0,24564,9554,14657,2025/06/15 23:20:07.563
3,2,24564,9872,14337,2025/06/15 23:20:07.563
2,0,24564,9554,14657,2025/06/15 23:20:12.630
3,3,24564,9871,14338,2025/06/15 23:20:12.631
2,68,24564,9554,14657,2025/06/15 23:20:17.684
3,80,24564,9871,14337,2025/06/15 23:20:17.686
2,0,24564,9554,14657,2025/06/15 23:20:22.752
3,3,24564,9872,14337,2025/06/15 23:20:22.752
2,29,24564,9554,14657,2025/06/15 23:20:27.806
3,29,24564,9871,14338,2025/06/15 23:20:27.807
2,2,24564,9554,14657,2025/06/15 23:20:32.854
3,12,24564,9871,14338,2025/06/15 23:20:32.855
2,43,24564,9554,14657,2025/06/15 23:20:37.927
3,80,24564,9873,14335,2025/06/15 23:20:37.927
2,0,24564,9554,14657,2025/06/15 23:20:42.991
3,100,24564,9873,14336,2025/06/15 23:20:42.992
2,0,24564,9554,14657,2025/06/15 23:20:48.060
3,100,24564,9871,14338,2025/06/15 23:20:48.061
2,59,24564,9554,14657,2025/06/15 23:20:53.134
3,56,24564,9872,14337,2025/06/15 23:20:53.135
2,73,24564,9554,14657,2025/06/15 23:20:58.200
3,84,24564,9871,14337,2025/06/15 23:20:58.201
2,0,24564,9554,14657,2025/06/15 23:21:03.245
3,3,24564,9871,14338,2025/06/15 23:21:03.246
2,57,24564,9554,14657,2025/06/15 23:21:08.322
3,54,24564,9872,14337,2025/06/15 23:21:08.323
2,66,24564,9554,14657,2025/06/15 23:21:13.386
3,97,24564,9872,14337,2025/06/15 23:21:13.390
2,0,24564,9554,14657,2025/06/15 23:21:18.454
3,3,24564,9871,14338,2025/06/15 23:21:18.456
2,20,24564,9554,14657,2025/06/15 23:21:23.520
3,19,24564,9872,14337,2025/06/15 23:21:23.521
2,0,24564,9554,14657,2025/06/15 23:21:28.582
3,11,24564,9872,14337,2025/06/15 23:21:28.583
2,0,24564,9554,14657,2025/06/15 23:21:33.649
3,100,24564,9871,14337,2025/06/15 23:21:33.650
2,0,24564,9554,14657,2025/06/15 23:21:38.695
3,100,24564,9871,14337,2025/06/15 23:21:38.696
2,5,24564,9554,14657,2025/06/15 23:21:43.761
3,3,24564,9872,14337,2025/06/15 23:21:43.766
2,0,24564,9554,14657,2025/06/15 23:21:48.836
3,3,24564,9871,14338,2025/06/15 23:21:48.837
2,0,24564,9554,14657,2025/06/15 23:21:53.887
3,3,24564,9871,14338,2025/06/15 23:21:53.888
2,0,24564,9554,14657,2025/06/15 23:21:58.946
3,3,24564,9872,14337,2025/06/15 23:21:58.947
2,100,24564,9554,14657,2025/06/15 23:22:04.014
3,98,24564,9871,14337,2025/06/15 23:22:04.015
2,0,24564,9554,14657,2025/06/15 23:22:09.074
3,3,24564,9871,14338,2025/06/15 23:22:09.075
2,5,24564,9554,14657,2025/06/15 23:22:14.139
3,4,24564,9872,14337,2025/06/15 23:22:14.140
2,29,24564,9554,14657,2025/06/15 23:22:19.184
3,28,24564,9872,14337,2025/06/15 23:22:19.185
2,0,24564,9554,14657,2025/06/15 23:22:24.243
3,100,24564,9871,14338,2025/06/15 23:22:24.244
2,0,24564,9554,14657,2025/06/15 23:22:29.311
3,100,24564,9872,14337,2025/06/15 23:22:29.311
2,100,24564,9554,14657,2025/06/15 23:22:34.382
3,100,24564,9872,14337,2025/06/15 23:22:34.383
2,0,24564,9554,14657,2025/06/15 23:22:39.429
3,3,24564,9871,14338,2025/06/15 23:22:39.430
2,100,24564,9554,14657,2025/06/15 23:22:44.481
3,96,24564,9871,14337,2025/06/15 23:22:44.482
2,53,24564,9554,14657,2025/06/15 23:22:49.549
3,65,24564,9872,14337,2025/06/15 23:22:49.556
2,0,24564,9554,14657,2025/06/15 23:22:54.641
3,3,24564,9871,14338,2025/06/15 23:22:54.642
2,24,24564,9554,14657,2025/06/15 23:22:59.706
3,22,24564,9871,14337,2025/06/15 23:22:59.707
2,81,24564,9554,14657,2025/06/15 23:23:04.760
3,78,24564,9873,14335,2025/06/15 23:23:04.762
2,62,24564,9554,14657,2025/06/15 23:23:09.823
3,72,24564,9871,14338,2025/06/15 23:23:09.825
2,0,24564,9554,14657,2025/06/15 23:23:14.892
3,100,24564,9873,14336,2025/06/15 23:23:14.892
2,0,24564,9554,14657,2025/06/15 23:23:19.957
3,100,24564,9871,14337,2025/06/15 23:23:19.958
2,100,24564,9554,14657,2025/06/15 23:23:25.023
3,100,24564,9872,14337,2025/06/15 23:23:25.024
2,0,24564,9554,14657,2025/06/15 23:23:30.067
3,3,24564,9871,14338,2025/06/15 23:23:30.068
2,0,24564,9554,14657,2025/06/15 23:23:35.129
